Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"089-r217",1U : Urban Principal Arterial - Interstate,33.716045,-84.254928,2023,6410,Estimated,,,,,0.146,1,14200,Short Term
"089-r219",1U : Urban Principal Arterial - Interstate,33.715127,-84.246913,2023,16100,Estimated,,,,,0.116,1,20300,Short Term
"089-r220",1U : Urban Principal Arterial - Interstate,33.713602,-84.243765,2023,26000,Estimated,,,,,0.0735,1,32800,Short Term
"089-r223",1U : Urban Principal Arterial - Interstate,33.711541,-84.219152,2023,21000,Estimated,,,,,0.0867,1,26500,Short Term
"089-r224",1U : Urban Principal Arterial - Interstate,33.711174,-84.215799,2023,5060,Estimated,,,,,0.0743,1,6380,Short Term
"089-r225",1U : Urban Principal Arterial - Interstate,33.703017,-84.171835,2023,16800,Actual,,,,,0.0799,1,21200,Short Term
"089-r226",1U : Urban Principal Arterial - Interstate,33.703136,-84.167982,2023,7500,Actual,,,,,0.0848,1,9450,Short Term
"089-r227",1U : Urban Principal Arterial - Interstate,33.703393,-84.136970,2023,12500,Actual,926,658,0.393,0.248,0.0695,1,15800,Short Term
"089-r228",1U : Urban Principal Arterial - Interstate,33.701666,-84.106370,2023,7740,Actual,288,154,0.271,0.077,0.0963,1,10700,Short Term
"089-r229",1U : Urban Principal Arterial - Interstate,33.701350,-84.093355,2023,12800,Actual,,,,,0.084,1,16100,Short Term
"089-r230",1U : Urban Principal Arterial - Interstate,33.698790,-84.086107,2023,8980,Actual,,,,,0.0957,1,11300,Short Term
"089-r304",2U : Urban Principal Arterial - Freeways & Expressways,33.809287,-84.268314,2023,14700,Actual,,,,,0.1253,1,18500,Short Term
"089-r309",2U : Urban Principal Arterial - Freeways & Expressways,33.824204,-84.234299,2023,7790,Actual,,,,,0.1049,1,9820,Short Term
"089-r310",2U : Urban Principal Arterial - Freeways & Expressways,33.825143,-84.232331,2023,5100,Actual,,,,,0.1463,1,8130,Short Term
"089-r311",2U : Urban Principal Arterial - Freeways & Expressways,33.834521,-84.201463,2023,13500,Actual,,,,,0.0742,1,17000,Short Term
"089-r312",2U : Urban Principal Arterial - Freeways & Expressways,33.834446,-84.199206,2023,4420,Actual,,,,,0.1132,1,6500,Short Term
"089-r313",2U : Urban Principal Arterial - Freeways & Expressways,33.820176,-84.170427,2023,5320,Actual,,,,,0.0945,1,6700,Short Term
"089-r314",2U : Urban Principal Arterial - Freeways & Expressways,33.822760,-84.164620,2023,12000,Actual,,,,,0.095,1,17300,Short Term
"089-r359",3U : Urban Principal Arterial - Other,33.819564,-84.168530,2023,11900,Estimated,,,,,0.0961,1,19400,Short Term
"089-r441",1U : Urban Principal Arterial - Interstate,33.815491,-84.250078,2023,17200,Estimated,,,,,0.0843,1,21700,Short Term
"089-r443",1U : Urban Principal Arterial - Interstate,33.817605,-84.250634,2023,8330,Actual,,,,,0.0843,1,12400,Short Term
"089-r446",1U : Urban Principal Arterial - Interstate,33.715098,-84.240256,2023,550,Estimated,44,17,0.916,0.367,0.1283,1,690,Short Term
"089-r541",1U : Urban Principal Arterial - Interstate,33.813367,-84.252555,2023,18300,Actual,839,396,0.382,0.164,0.0825,1,25800,Short Term
"089-r543",1U : Urban Principal Arterial - Interstate,33.818756,-84.252629,2023,11500,Estimated,,,,,0.0877,1,16300,Short Term
"089-r601",1U : Urban Principal Arterial - Interstate,33.833085,-84.334235,2023,8660,Estimated,,,,,0.1089,1,10900,Short Term
"089-r602",1U : Urban Principal Arterial - Interstate,33.831501,-84.337764,2023,19700,Actual,,,,,0.0726,1,24800,Short Term
"089-r603",1U : Urban Principal Arterial - Interstate,33.841265,-84.310302,2023,10200,Estimated,,,,,0.0891,1,12900,Short Term
"089-r604",1U : Urban Principal Arterial - Interstate,33.840371,-84.316428,2023,13800,Actual,,,,,0.0758,1,17400,Short Term
"089-r605",1U : Urban Principal Arterial - Interstate,33.867135,-84.286396,2023,10100,Estimated,,,,,0.0948,1,12700,Short Term
"089-r606",1U : Urban Principal Arterial - Interstate,33.863035,-84.291004,2023,5980,Estimated,,,,,0.1058,1,7530,Short Term
"089-r607",1U : Urban Principal Arterial - Interstate,33.880591,-84.271914,2023,12900,Estimated,,,,,0.0845,1,16300,Short Term
"089-r608",1U : Urban Principal Arterial - Interstate,33.876638,-84.274980,2023,8040,Estimated,,,,,0.0954,1,10100,Short Term
"089-r609",1U : Urban Principal Arterial - Interstate,33.894984,-84.254679,2023,27200,Estimated,,,,,0.0768,1,34300,Short Term
"089-r610",1U : Urban Principal Arterial - Interstate,33.902936,-84.241841,2023,26000,Actual,,,,,0.0727,1,32800,Short Term
"089-r612",1U : Urban Principal Arterial - Interstate,33.893606,-84.263038,2023,19300,Estimated,,,,,0.0865,1,26900,Short Term
"089-r613",1U : Urban Principal Arterial - Interstate,33.888359,-84.265319,2023,20300,Actual,,,,,0.0821,1,27200,Short Term
"089-r615",1U : Urban Principal Arterial - Interstate,33.901074,-84.245264,2023,21800,Estimated,,,,,0.0789,1,41700,Short Term
"089-r616",1U : Urban Principal Arterial - Interstate,33.898464,-84.249031,2023,38300,Actual,,,,,0.0716,1,51300,Short Term
"089-r701",1U : Urban Principal Arterial - Interstate,33.919093,-84.336206,2023,15900,Actual,,,,,0.0913,1,20000,Short Term
"089-r702",1U : Urban Principal Arterial - Interstate,33.918392,-84.339548,2023,22100,Estimated,,,,,0.0999,1,27800,Short Term
"089-r703",1U : Urban Principal Arterial - Interstate,33.920002,-84.295140,2023,12600,Estimated,,,,,0.0956,1,15900,Short Term
"089-r704",1U : Urban Principal Arterial - Interstate,33.920623,-84.316772,2023,14200,Estimated,,,,,0.0996,1,17900,Short Term
"089-r705",1U : Urban Principal Arterial - Interstate,33.911949,-84.284712,2023,24900,Actual,,,,,0.0704,1,31400,Short Term
"089-r706",1U : Urban Principal Arterial - Interstate,33.915229,-84.287967,2023,26500,Estimated,,,,,0.1044,1,33400,Short Term
"089-r712",1U : Urban Principal Arterial - Interstate,33.903880,-84.274675,2023,7620,Actual,,,,,0.0822,1,9600,Short Term
"089-r714",1U : Urban Principal Arterial - Interstate,33.899476,-84.268638,2023,26500,Actual,,,,,0.0894,1,33400,Short Term
"089-r715",1U : Urban Principal Arterial - Interstate,33.891398,-84.258006,2023,8360,Estimated,,,,,0.1277,1,10500,Short Term
"089-r716",1U : Urban Principal Arterial - Interstate,33.894120,-84.257630,2023,8630,Actual,,,,,0.0865,1,10900,Short Term
"089-r718",1U : Urban Principal Arterial - Interstate,33.887025,-84.252702,2023,5900,Estimated,,,,,0.1057,1,7430,Short Term
"089-r719",1U : Urban Principal Arterial - Interstate,33.883477,-84.250098,2023,4930,Actual,,,,,0.0883,1,6210,Short Term
"089-r721",1U : Urban Principal Arterial - Interstate,33.853418,-84.246723,2023,5180,Estimated,,,,,0.0803,1,6530,Short Term
"089-r723",1U : Urban Principal Arterial - Interstate,33.848166,-84.247392,2023,6660,Actual,,,,,0.0805,1,8390,Short Term
"089-r724",1U : Urban Principal Arterial - Interstate,33.844645,-84.247741,2023,15800,Actual,,,,,0.1007,1,19900,Short Term
"089-r727",1U : Urban Principal Arterial - Interstate,33.828044,-84.253829,2023,9000,Estimated,,,,,0.0937,1,15700,Short Term
"089-r728",1U : Urban Principal Arterial - Interstate,33.827810,-84.252860,2023,10500,Estimated,,,,,0.1062,1,13200,Short Term
"089-r730",1U : Urban Principal Arterial - Interstate,33.812536,-84.252616,2023,8910,Estimated,,,,,0.097,1,11200,Short Term
"089-r732",1U : Urban Principal Arterial - Interstate,33.818511,-84.249432,2023,17900,Estimated,,,,,0.0771,1,23400,Short Term
"089-r733",1U : Urban Principal Arterial - Interstate,33.805481,-84.250720,2023,4500,Actual,,,,,0.0769,1,5670,Short Term
"089-r734",1U : Urban Principal Arterial - Interstate,33.801141,-84.250169,2023,8600,Estimated,,,,,0.1287,1,18600,Short Term
"089-r735",1U : Urban Principal Arterial - Interstate,33.781758,-84.245323,2023,11200,Estimated,,,,,0.0799,1,14100,Short Term
"089-r736",1U : Urban Principal Arterial - Interstate,33.777534,-84.241494,2023,12000,Estimated,,,,,0.0812,1,15100,Short Term
"089-r738",1U : Urban Principal Arterial - Interstate,33.767640,-84.232850,2023,420,Estimated,43,2,0.72,0,0.1993,1,530,Short Term
"089-r739",1U : Urban Principal Arterial - Interstate,33.754467,-84.232519,2023,10900,Estimated,,,,,0.0883,1,13700,Short Term
"089-r740",1U : Urban Principal Arterial - Interstate,33.751321,-84.231998,2023,14700,Estimated,,,,,0.0747,1,24700,Short Term
"089-r741",1U : Urban Principal Arterial - Interstate,33.738352,-84.231135,2023,5720,Estimated,,,,,0.0979,1,7210,Short Term
"089-r742",1U : Urban Principal Arterial - Interstate,33.734782,-84.231255,2023,10500,Estimated,,,,,0.0691,1,17300,Short Term
"089-r743",1U : Urban Principal Arterial - Interstate,33.719712,-84.238480,2023,39200,Estimated,,,,,0.0732,1,49400,Short Term
"089-r744",1U : Urban Principal Arterial - Interstate,33.715409,-84.243915,2023,23000,Actual,2767,1361,0.712,0.273,0.0642,1,29000,Short Term
"089-r747",1U : Urban Principal Arterial - Interstate,33.699400,-84.263970,2023,8040,Actual,,,,,0.0974,1,10100,Short Term
"089-r748",1U : Urban Principal Arterial - Interstate,33.699371,-84.268016,2023,10500,Estimated,,,,,0.073,1,13200,Short Term
"089-r749",1U : Urban Principal Arterial - Interstate,33.684941,-84.309362,2023,5890,Estimated,,,,,0.0834,1,7420,Short Term
"089-r750",1U : Urban Principal Arterial - Interstate,33.683683,-84.311181,2023,10900,Estimated,,,,,0.0744,1,13700,Short Term
"089-r753",1U : Urban Principal Arterial - Interstate,33.671850,-84.331735,2023,6050,Estimated,636,1208,0.503,1.073,0.0639,1,7620,Short Term
"089-r756",1U : Urban Principal Arterial - Interstate,33.667286,-84.342452,2023,11300,Estimated,,,,,0.0795,1,14200,Short Term
"089-r801",1U : Urban Principal Arterial - Interstate,33.745843,-84.347010,2023,7200,Estimated,,,,,0.0711,1,9400,Short Term
"089-r802",1U : Urban Principal Arterial - Interstate,33.745787,-84.348280,2023,7760,Estimated,,,,,0.0696,1,9780,Short Term
"089-r804",1U : Urban Principal Arterial - Interstate,33.745465,-84.336042,2023,11700,Estimated,,,,,0.0936,1,18300,Short Term
"089-r805",1U : Urban Principal Arterial - Interstate,33.738292,-84.326419,2023,4080,Estimated,,,,,0.2066,1,5140,Short Term
"089-r806",1U : Urban Principal Arterial - Interstate,33.741182,-84.329317,2023,6740,Estimated,,,,,0.1108,1,8490,Short Term
"089-r810",1U : Urban Principal Arterial - Interstate,33.727965,-84.323307,2023,4820,Estimated,,,,,0.086,1,7230,Short Term
"089-r813",1U : Urban Principal Arterial - Interstate,33.715409,-84.302518,2023,6480,Estimated,,,,,0.0794,1,8160,Short Term
"089-r814",1U : Urban Principal Arterial - Interstate,33.717313,-84.312613,2023,7830,Estimated,,,,,0.0965,1,9870,Short Term
"089-r815",1U : Urban Principal Arterial - Interstate,33.714236,-84.270497,2023,8150,Estimated,,,,,0.0758,1,10300,Short Term
"089-r816",1U : Urban Principal Arterial - Interstate,33.713486,-84.274208,2023,9060,Estimated,,,,,0.0896,1,11400,Short Term
"089-r818",1U : Urban Principal Arterial - Interstate,33.716620,-84.254660,2023,9770,Actual,,,,,0.1116,1,14200,Short Term
"089-r819",1U : Urban Principal Arterial - Interstate,33.715606,-84.238477,2023,23200,Actual,,,,,0.0918,1,29200,Short Term
"089-r821",1U : Urban Principal Arterial - Interstate,33.710260,-84.246170,2023,29100,Estimated,,,,,0.0705,1,37400,Short Term
"089-r822",1U : Urban Principal Arterial - Interstate,33.717129,-84.241870,2023,18200,Estimated,,,,,0.0802,1,22900,Short Term
"089-r823",1U : Urban Principal Arterial - Interstate,33.711705,-84.215568,2023,4780,Estimated,,,,,0.0839,1,6020,Short Term
"089-r824",1U : Urban Principal Arterial - Interstate,33.712123,-84.219539,2023,21600,Estimated,,,,,0.0958,1,27200,Short Term
"089-r825",1U : Urban Principal Arterial - Interstate,33.703662,-84.168372,2023,6570,Actual,,,,,0.1179,1,8280,Short Term
"089-r826",1U : Urban Principal Arterial - Interstate,33.703813,-84.171408,2023,15600,Actual,,,,,0.0808,1,19700,Short Term
"089-r827",1U : Urban Principal Arterial - Interstate,33.701425,-84.110091,2023,10000,Actual,421,110,0.718,0.14,0.1816,1,19000,Short Term
"089-r828",1U : Urban Principal Arterial - Interstate,33.703761,-84.140609,2023,10700,Actual,608,349,0.598,0.449,0.0696,1,13500,Short Term
"089-r829",1U : Urban Principal Arterial - Interstate,33.699122,-84.085501,2023,8630,Actual,,,,,0.0884,1,10900,Short Term
"089-r830",1U : Urban Principal Arterial - Interstate,33.701412,-84.091044,2023,10900,Actual,,,,,0.0659,1,13700,Short Term
"089-r903",2U : Urban Principal Arterial - Freeways & Expressways,33.810008,-84.269463,2023,11700,Actual,,,,,0.1373,1,14700,Short Term
"089-r909",2U : Urban Principal Arterial - Freeways & Expressways,33.826069,-84.232935,2023,3990,Actual,,,,,0.1564,1,5030,Short Term
"089-r910",2U : Urban Principal Arterial - Freeways & Expressways,33.824958,-84.235002,2023,7370,Actual,,,,,0.0774,1,9290,Short Term
"089-r911",2U : Urban Principal Arterial - Freeways & Expressways,33.835441,-84.199384,2023,4560,Actual,,,,,0.0997,1,7320,Short Term
"089-r912",2U : Urban Principal Arterial - Freeways & Expressways,33.835373,-84.201787,2023,14100,Actual,,,,,0.0717,1,17800,Short Term
"089-r954",2U : Urban Principal Arterial - Freeways & Expressways,33.822319,-84.166524,2023,5290,Actual,,,,,0.1035,1,7120,Short Term
"091-0101",3R : Rural Principal Arterial - Other,32.202332,-83.269736,2023,3870,Estimated,456,197,1.112,0.31,0.0955,0.58,5920,Short Term
"091-0103",3U : Urban Principal Arterial - Other,32.197821,-83.219090,2023,5150,Actual,342,430,0.563,0.466,0.0914,0.5,6680,Short Term
"091-0105",3U : Urban Principal Arterial - Other,32.196821,-83.202413,2023,2820,Estimated,144,44,0.51,0.146,0.105,0.52,3650,Short Term
"091-0107",3U : Urban Principal Arterial - Other,32.196380,-83.189842,2023,2790,Actual,76,66,0.179,0.395,0.1087,0.51,3520,Short Term
"091-0112",3U : Urban Principal Arterial - Other,32.195233,-83.184218,2023,3270,Estimated,110,49,0.346,0.126,0.0956,0.6,4120,Short Term
"091-0114",3U : Urban Principal Arterial - Other,32.195694,-83.180949,2023,3350,Estimated,142,91,0.384,0.207,0.0877,0.54,4220,Short Term
"091-0118",3U : Urban Principal Arterial - Other,32.197217,-83.177901,2023,10600,Estimated,,,,,0.0903,0.52,13400,Short Term
"091-0121",3U : Urban Principal Arterial - Other,32.194635,-83.176044,2023,10000,Actual,436,97,0.319,0.06,0.0964,0.52,12600,Short Term
"091-0123",3U : Urban Principal Arterial - Other,32.192413,-83.174921,2023,6320,Estimated,634,65,1.336,0.049,0.0976,0.52,7960,Short Term
"091-0125",3U : Urban Principal Arterial - Other,32.189250,-83.172838,2023,5550,Actual,159,74,0.27,0.072,0.0992,0.52,6990,Short Term
"091-0127",3U : Urban Principal Arterial - Other,32.184908,-83.170357,2023,4780,Estimated,188,94,0.387,0.086,0.1022,0.51,6020,Short Term
"091-0129",3U : Urban Principal Arterial - Other,32.167371,-83.154644,2023,4610,Estimated,223,358,0.38,0.603,0.1021,0.56,5810,Short Term
"091-0132",3R : Rural Principal Arterial - Other,32.108099,-83.086528,2023,4480,Estimated,286,451,0.591,0.637,0.0894,0.55,5640,Short Term
"091-0134",3R : Rural Principal Arterial - Other,32.103343,-83.059799,2023,4040,Estimated,274,416,0.568,0.594,0.0842,0.54,5090,Short Term
"091-0136",3R : Rural Principal Arterial - Other,32.102901,-83.028825,2023,3660,Estimated,200,467,0.585,0.891,0.0852,0.6,4610,Short Term
"091-0141",3R : Rural Principal Arterial - Other,32.001030,-83.252756,2023,2060,Actual,196,217,0.679,0.582,0.0916,0.6,2600,Short Term
"091-0145",3R : Rural Principal Arterial - Other,31.991422,-83.216484,2023,1680,Actual,188,318,0.891,1.07,0.098,0.59,2120,Short Term
"091-0149",3R : Rural Principal Arterial - Other,31.995895,-83.185104,2023,1000,Estimated,100,259,0.827,2.585,0.0993,0.61,1260,Short Term
"091-0154",3R : Rural Principal Arterial - Other,32.162629,-82.898823,2023,2980,Actual,126,650,0.503,1.34,0.0992,0.54,3750,Short Term
"091-0156",4U : Urban Minor Arterial,32.200791,-83.173319,2023,1020,Estimated,67,21,0.059,0.021,0.1025,0.5,1290,Short Term
"091-0158",3U : Urban Principal Arterial - Other,32.198108,-83.178168,2023,9930,Estimated,,,,,0.0908,0.61,12500,Short Term
"091-0161",3U : Urban Principal Arterial - Other,32.198705,-83.177315,2023,8980,Actual,235,82,0.234,0.045,0.0931,0.5,11300,Short Term
"091-0163",4U : Urban Minor Arterial,32.199426,-83.175231,2023,4450,Estimated,210,80,0.3,0.162,0.0904,0.6,5610,Short Term
"091-0165",4U : Urban Minor Arterial,32.200928,-83.170228,2023,3730,Actual,107,69,0.215,0.107,0.0909,0.6,4700,Short Term
"091-0167",4U : Urban Minor Arterial,32.201215,-83.168247,2023,4020,Estimated,137,69,0.231,0.179,0.0866,0.56,5070,Short Term
"091-0169",5U : Urban Major Collector,32.203533,-83.147787,2023,3750,Actual,424,60,1.123,0.16,0.0818,0.56,4730,Short Term
"091-0172",5U : Urban Major Collector,32.208380,-83.092053,2023,1260,Actual,113,77,0.731,0.64,0.0929,0.61,1750,Short Term
"091-0174",5R : Rural Major Collector,32.215642,-83.036577,2023,730,Estimated,43,90,0.697,1.115,0.1018,0.6,930,Short Term
"091-0176",5R : Rural Major Collector,32.045605,-83.260120,2023,1310,Estimated,75,53,0.372,0.186,0.0944,0.6,2100,Short Term
"091-0178",5R : Rural Major Collector,32.115087,-83.235431,2023,1350,Actual,74,88,0.268,0.134,0.104,0.7,1740,Short Term
"091-0181",5U : Urban Major Collector,32.176041,-83.181283,2023,3720,Actual,197,128,0.351,0.224,0.0911,0.62,4910,Short Term
"091-0183",4U : Urban Minor Arterial,32.187204,-83.178068,2023,7310,Estimated,189,122,0.099,0.113,0.0903,0.55,9210,Short Term
"091-0185",4U : Urban Minor Arterial,32.191507,-83.176178,2023,6330,Actual,235,88,0.316,0.095,0.0982,0.52,8380,Short Term
"091-0187",3U : Urban Principal Arterial - Other,32.199505,-83.180528,2023,8500,Estimated,539,252,0.581,0.264,0.093,0.52,10700,Short Term
"091-0189",3U : Urban Principal Arterial - Other,32.203119,-83.183618,2023,10200,Actual,363,117,0.157,0.088,0.0938,0.52,12900,Short Term
"091-0192",3U : Urban Principal Arterial - Other,32.207564,-83.188778,2023,8770,Estimated,506,296,0.404,0.202,0.095,0.51,11100,Short Term
"091-0194",3U : Urban Principal Arterial - Other,32.211698,-83.196732,2023,6170,Actual,132,46,0.162,0.065,0.0969,0.51,7770,Short Term
"091-0196",3U : Urban Principal Arterial - Other,32.217167,-83.214093,2023,4700,Estimated,153,84,0.263,0.044,0.0953,0.51,5920,Short Term
"091-0198",4R : Rural Minor Arterial,32.276976,-83.248891,2023,5290,Estimated,,,,,,,8130,Short Term
"091-0201",4R : Rural Minor Arterial,32.290802,-83.257620,2023,5060,Estimated,384,221,0.067,0.044,0.0964,0.8,6850,Short Term
"091-0202",4R : Rural Minor Arterial,32.341615,-83.300616,2023,5490,Actual,337,211,0.601,0.218,0.0997,0.54,8430,Short Term
"091-0203",5R : Rural Major Collector,31.942574,-83.181339,2023,860,Actual,178,81,2.226,0.445,0.0973,0.62,1150,Short Term
"091-0205",5R : Rural Major Collector,31.974769,-83.196248,2023,860,Estimated,44,71,0.357,0.119,0.0927,0.59,1410,Short Term
"091-0207",5R : Rural Major Collector,31.986768,-83.199899,2023,1030,Actual,102,81,0.454,0.568,0.1073,0.65,1300,Short Term
"091-0209",5R : Rural Major Collector,31.990879,-83.200438,2023,1240,Estimated,158,74,1.317,0.494,0.0955,0.67,1560,Short Term
"091-0212",5R : Rural Major Collector,32.025595,-83.188584,2023,1020,Estimated,62,73,0.4,0.3,0.086,0.66,1290,Short Term
"091-0214",5R : Rural Major Collector,32.118676,-83.178338,2023,1970,Estimated,85,79,0.261,0.313,0.0891,0.65,3060,Short Term
"091-0216",3U : Urban Principal Arterial - Other,32.200922,-83.174151,2023,5110,Estimated,219,125,0.282,0.141,0.1054,0.55,6440,Short Term
"091-0218",3U : Urban Principal Arterial - Other,32.202533,-83.171045,2023,3850,Actual,89,86,0.182,0.182,0.105,0.5,4850,Short Term
"091-0221",3U : Urban Principal Arterial - Other,32.203959,-83.168382,2023,3880,Estimated,170,135,0.292,0.08,0.0961,0.5,4890,Short Term
"091-0223",4U : Urban Minor Arterial,32.237197,-83.148659,2023,3010,Actual,145,104,0.499,0.266,0.1054,0.5,4110,Short Term
"091-0225",4R : Rural Minor Arterial,32.289427,-83.094607,2023,1720,Actual,69,93,0.23,0.287,0.0958,0.6,2270,Short Term
"091-0229",5R : Rural Major Collector,32.413925,-83.196225,2023,1090,Estimated,40,18,0.377,0.283,0.1084,0.51,1940,Short Term
"091-0232",5R : Rural Major Collector,32.397708,-83.156321,2023,890,Estimated,46,14,0.616,0.205,0.1068,0.51,1120,Short Term
"091-0234",5R : Rural Major Collector,32.395693,-83.154587,2023,1850,Estimated,113,146,0.43,0.143,0.0868,0.67,3220,Short Term
"091-0236",5R : Rural Major Collector,32.392151,-83.150873,2023,840,Estimated,55,27,0.727,0.364,0.1334,0.67,1060,Short Term
"091-0238",5R : Rural Major Collector,32.385601,-83.136323,2023,570,Estimated,36,20,0.543,0.181,0.0996,0.8,790,Short Term
"091-0241",5R : Rural Major Collector,32.368503,-83.110131,2023,440,Estimated,68,19,0.923,0.462,0.1131,0.67,640,Short Term
"091-0243",5R : Rural Major Collector,32.060297,-83.127717,2023,410,Estimated,60,20,0.5,1.001,0.1151,0.57,560,Short Term
"091-0245",5R : Rural Major Collector,32.091658,-83.090516,2023,500,Actual,35,97,0.062,0.196,0.0942,0.54,1500,Short Term
"091-0247",5R : Rural Major Collector,32.106447,-83.064342,2023,770,Estimated,30,103,0.39,2.144,0.0865,0.54,1420,Short Term
"091-0249",5R : Rural Major Collector,32.173000,-83.025155,2023,500,Actual,32,43,0.611,0,0.1286,0.51,720,Short Term
"091-0252",5R : Rural Major Collector,32.063995,-83.274632,2023,540,Estimated,31,6,0.317,0,0.1025,0.59,1240,Short Term
"091-0254",5R : Rural Major Collector,32.353357,-83.252751,2023,1280,Actual,62,165,0.38,0.532,0.0934,0.54,1910,Short Term
